CSC.NAME,DATE,CALL.START.TIME,CALL.END.TIME,CALL.DURATION,OUTCOME,EMAIL..If.Interested.,SPANISH..Y.N.,NOTES,CATEGORY...TARGET.AUDIENCE,FACILITY,ADDRESS,INDUSTRY,PHONE,ZIP,,,,
Praveen Sinha,7/1/2021,9:18:00,9:19:00,NA,No answer; left voicemail,NA,NA,2nd voicemail,SMALL BUSINESS: Customers,"CEDAR KNOLL VINEYARDS, INC.",4029 Hagen Rd,Wines,7072265587,94558,,,,
Praveen Sinha,7/1/2021,9:19:00,9:20:00,NA,Spoke with someone; they're not interested,NA,NA,NA,SMALL BUSINESS: Customers,AZUR WINES,2238 1st Ave,Wines,7078124203,94558,,,,
Praveen Sinha,7/1/2021,9:20:00,9:21:00,NA,No answer; left voicemail,NA,NA,"2nd call, hung up",SMALL BUSINESS: Customers,FAYARD WINES LLC,2238 1st Ave,Wines,7078124202,94558,,,,
Praveen Sinha,7/1/2021,9:22:00,9:23:00,NA,Spoke with someone; they're not interested,NA,NA,NA,SMALL BUSINESS: Customers,SODARO ESTATE WINERY,2411 N 3rd Ave,Wines,7072518216,94558,,,,
Praveen Sinha,7/1/2021,9:23:00,9:24:00,NA,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,"REWA VINEYARDS, LLC",2201 N 3rd Ave,"Wines, Brandy, And Brandy Spirits",7079808009,94558,,,,
Praveen Sinha,7/1/2021,9:25:00,9:26:00,NA,Spoke with someone; they're not interested,NA,NA,NA,SMALL BUSINESS: Customers,"METEOR VINEYARD, LLC",2181 N 3rd Ave,Wines,7072582900,94558,,,,
Praveen Sinha,7/1/2021,9:27:00,9:28:00,NA,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,COVERT ESTATE,15 Chateau Ln,Wines,2097655609,94558,,,,
Praveen Sinha,7/1/2021,9:28:00,9:29:00,NA,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,"APPELLATIONS, LP",40 Rapp Ln,Wines,7072580106,94558,,,,
Praveen Sinha,7/1/2021,9:29:00,9:30:00,NA,Spoke with someone; they're not interested,hung up,NA,NA,SMALL BUSINESS: Customers,TULOCAY WINERY,1426 Coombsville Rd,Wines,7072554064,94558,,,,
Praveen Sinha,7/1/2021,9:30:00,9:31:00,NA,No answer; left voicemail,NA,NA,2nd voicemail,SMALL BUSINESS: Customers,"TOKAR VINEYARD ADVISORS, LLC",1059 Berry Ln,Wines,7073371937,94558,,,,
Praveen Sinha,7/1/2021,9:31:00,9:33:00,NA,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,"PARADAR CELLARS, LTD.",42 El Monte Way,Wines,7072511591,94558,,,,
Praveen Sinha,7/1/2021,9:33:00,9:34:00,NA,Spoke with someone; they're not interested,hung up,NA,NA,SMALL BUSINESS: Customers,"ARNS FAMILY VINEYARDS, LLC",4047 E 3rd Ave,Wines,7072524725,94558,,,,
Praveen Sinha,7/1/2021,9:34:00,9:35:00,NA,No answer; did not leave voicemail,disconnected,NA,NA,SMALL BUSINESS: Customers,MT GEORGE WINERY,1085 Green Valley Rd,Wines,7072557560,94558,,,,
Praveen Sinha,7/1/2021,9:35:00,9:36:00,NA,No answer; left voicemail,NA,NA,2nd voicemail,SMALL BUSINESS: Customers,"PORTER FAMILY VINEYARDS, LLC",1189 Green Valley Rd,Wines,7079270765,94558,,,,
Praveen Sinha,7/1/2021,9:36:00,9:37:00,NA,Spoke with someone; they're not interested,wrong number,NA,NA,SMALL BUSINESS: Customers,HERON LAKE VINEYARD,1681 Green Valley Rd,Wines,4157103632,94558,,,,
Praveen Sinha,7/1/2021,9:38:00,9:39:00,NA,No answer; did not leave voicemail,disconnected,NA,NA,SMALL BUSINESS: Customers,HERON LAKE WINERY LLC,4626 Green Valley Rd,Wines,7073200759,94558,,,,
Praveen Sinha,7/1/2021,9:39:00,9:40:00,NA,No answer; left voicemail,NA,NA,2nd voicemail,SMALL BUSINESS: Customers,PEDEMONTE CELLARS,1151 Broadmoor Dr,"Wine Cellars, Bonded: Engaged In Blending Wines",7074844122,94558,,,,
Praveen Sinha,7/1/2021,9:52:00,9:53:00,NA,Spoke with someone; they're not interested,hung up,NA,NA,SMALL BUSINESS: Customers,"MADOROM, LLC",1125 Westview Dr,Wines,7072658332,94558,,,,
Praveen Sinha,7/1/2021,9:53:00,9:54:00,NA,No answer; left voicemail,NA,NA,2nd voicemail,SMALL BUSINESS: Customers,AUTUMN MOON WINE CELLARS LLC,3310 Scenic Dr,Wines,7072262969,94558,,,,
Praveen Sinha,7/1/2021,9:54:00,9:55:00,NA,No answer; left voicemail,NA,NA,2nd voicemail,SMALL BUSINESS: Customers,ENOTREX,23 Hazelwood Dr,Wines,7076901019,94558,,,,
Praveen Sinha,7/1/2021,9:56:00,9:57:00,NA,No answer; left voicemail,NA,NA,2nd call hung up,SMALL BUSINESS: Customers,TESSERACT WINES LLC,1573 Carol Dr,Wines,5038962998,94558,,,,
Praveen Sinha,7/1/2021,9:57:00,9:58:00,NA,No answer; left voicemail,NA,NA,2nd voicemail,SMALL BUSINESS: Customers,KATNIP WINES LLC,2181 Euclid Ave,Wines,5102926300,94558,,,,
Praveen Sinha,7/1/2021,9:59:00,10:00:00,NA,Spoke with someone; they're not interested,hung up,NA,NA,SMALL BUSINESS: Customers,HERTELENDY VINEYARDS LLC,2471 Solano Ave Ste 213,Wines,5106299463,94558,,,,
Praveen Sinha,7/1/2021,10:00:00,10:01:00,NA,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,YOUNG ENTERPRISES,945 Lincoln Ave,Wines,7072658400,94558,,,,
Praveen Sinha,7/1/2021,10:57:00,10:58:00,NA,No answer; did not leave voicemail,disconnected,NA,NA,SMALL BUSINESS: Customers,"RAMOS VINEYARDS, LLC",3461 Twin Oaks Dr,Wines,7072549191,94558,,,,
Praveen Sinha,7/1/2021,10:58:00,10:59:00,NA,No answer; left voicemail,NA,NA,2nd voicemail,SMALL BUSINESS: Customers,"FORK IN THE ROAD VINEYARD, LLC",1286 Congress Valley Rd,Wines,4158606273,94558,,,,
Praveen Sinha,7/1/2021,11:00:00,11:01:00,NA,Spoke with someone; they're interested,tastingroom@salinaswinery.com,NA,NA,SMALL BUSINESS: Customers,IDEOLOGY CELLARS,1277 Leaning Oak Dr,Wines,7072993930,94558,,,,
Praveen Sinha,7/1/2021,11:01:00,11:02:00,NA,No answer; left voicemail,NA,NA,2nd voicemail,SMALL BUSINESS: Customers,MURPHY CREEK WINERY,1300 Thompson Ave,Wines,7072553619,94558,,,,
Praveen Sinha,1-Jul,11:02:00,11:03:00,NA,No answer; left voicemail,NA,NA,2nd voicemail,SMALL BUSINESS: Customers,GUFFY FAMILY WINES LLC,1390 Thompson Ave,Wines,7077389613,94558,,,,
Praveen Sinha,7/1/2021,11:03:00,11:04:00,NA,Spoke with someone; they're not interested,hung up,NA,NA,SMALL BUSINESS: Customers,BREWED NAPA,865 Factory Stores Dr,"Wines, Brandy, And Brandy Spirits",7076374858,94558,,,,
Cindy Mejia,7/1/2021,11:15:00,11:16:00,NA,No answer; did not leave voicemail,NA,NA,"""number you are trying to reach is not in service""",CORPORATION: Employees,JAFFE ESTATE WINES,1240 Tall Grass Ct,Wines,7079679146,94558,,,,
Cindy Mejia,7/1/2021,11:17:00,11:18:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,LLOYD CELLARS INC.,1240 Tall Grass Ct,Wines,7076953072,94558,,,,
Cindy Mejia,7/1/2021,11:19:00,11:20:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,"FONTANELLA WINES, LLC",1721 Partrick Rd,Wines,7072521017,94558,,,,
Cindy Mejia,7/1/2021,11:21:00,11:23:00,NA,Spoke with someone; they're interested,mcameron@topitoffbottling.com,NA,HR's email,CORPORATION: Employees,GOLDEN STATE VINTNERS,1075 Golden Gate Dr,"Wine Cellars, Bonded: Engaged In Blending Wines",7072541985,94558,,,,
Cindy Mejia,7/1/2021,11:24:00,11:26:00,NA,Spoke with someone; they're not interested,NA,NA,"will relay mesage to general manager, asked for our call back number",CORPORATION: Employees,"MI SUENO WINERY, INC.",910 Enterprise Way Ste M,Wines,7072586358,94558,,,,
Cindy Mejia,7/1/2021,11:27:00,11:29:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,BARBOUR VINEYARDS LLC,104 Camino Dorado,Wines,7072571829,94558,,,,
Cindy Mejia,7/1/2021,11:30:00,11:31:00,NA,No answer; did not leave voicemail,info@fulcrumwines.com,NA,operator said to send email instead of leaving VM,CORPORATION: Employees,"FULCRUM WINES, LLC",110 Camino Oruga,Wines,7326109602,94558,,,,
Cindy Mejia,7/1/2021,11:32:00,11:33:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,WINE COLLABORATE (NAPA) INC.,1901 N Kelly Rd,Wines,6313921615,94558,,,,
Cindy Mejia,7/1/2021,11:34:00,11:35:00,NA,Spoke with someone; they're not interested,NA,NA,currently a staff of 1 (herself) and she doesn't need it.,SMALL BUSINESS: Customers,"RUBIA, L.L.C.",190 Camino Oruga,Wines,7079486741,94558,,,,
Cindy Mejia,7/1/2021,11:39:00,11:40:00,NA,No answer; left voicemail,NA,NA,"dial by extension, no optiont to speak to receptionist or leave VM",CORPORATION: Employees,KOHNAN INC.,1 Executive Way,"Wines, Brandy, And Brandy Spirits",7072586160,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:04:00,9:05:00,NA,No answer; left voicemail,hello@rdwinery,NA,Found email,CORPORATION: Employees,DONG RANG JOINT STOCK COMPANY,3 Executive Way,Wines,7072599446,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:06:00,9:06:00,NA,No answer; did not leave voicemail,NA,NA,Wrong number? Beeping noise,CORPORATION: Employees,L & W TRADING LLC,3 Executive Way,Wines,7073128018,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:07:00,9:09:00,NA,No answer; left voicemail,NA,NA,"Transferred, left VM",CORPORATION: Employees,MOUNTAIN VIEW WINERY,1 Executive Way,Wines,7073029878,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:09:00,9:10:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,ACACIA VINEYARD,655 Airpark Rd,Wines,7072993142,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:11:00,9:12:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,"VINUM CELLARS, INC.",499 Devlin Rd,Wines,7072548313,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:13:00,9:14:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,SACRED HILL WINES LTD.,240 Gateway Rd W,"Wines, Brandy, And Brandy Spirits",7072992682,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:15:00,9:16:00,NA,No answer; did not leave voicemail,info@carboniste.com,NA,"Wrong number, found email",CORPORATION: Employees,PERSONAL WINE,201 Devlin Rd,"Wines, Brandy, And Brandy Spirits",7075368451,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:17:00,9:19:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,"NAPA VINTAGE STORAGE, LLC",221 Devlin Rd,Wines,7072558700,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:19:00,9:20:00,NA,No answer; did not leave voicemail,NA,NA,Kept ringing then beeping,CORPORATION: Employees,THE INNER CIRCLE INC,194 Camino Oruga Unit 16,Wines,7072397183,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:21:00,9:23:00,NA,Spoke with someone; they're not interested,NA,NA,"Transferred and left VM, but said they will most likely not need the service/not interested",CORPORATION: Employees,TREASURY WINE ESTATES AMERICAS COMPANY,555 Gateway Dr,Wines,7072594500,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:24:00,9:25:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,"TOPOCHINES VINO, LLC",36 Miwok Ct,"Wines, Brandy, And Brandy Spirits",3104301709,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:26:00,9:27:00,NA,No answer; left voicemail,NA,NA,Place is closed until tomorrow,CORPORATION: Employees,BRONCO WINE,645 Devlin Rd,"Wines, Brandy, And Brandy Spirits",7072654400,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:27:00,9:28:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,"BENCH VINEYARD 64, LLC",5 Financial Plz Ste 104,Wines,7072527272,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:29:00,9:30:00,NA,No answer; did not leave voicemail,NA,NA,Place is closed down (was like a pop-up shop),CORPORATION: Employees,"BIGHORN CELLARS, LLC",5 Financial Plz Ste 102,"Wine Cellars, Bonded: Engaged In Blending Wines",7072246565,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:31:00,9:32:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,NAPA SELECT VINEYARD SERVI,5 Financial Plz Ste 200,Wines,7072942637,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:32:00,9:34:00,NA,No answer; left voicemail,NA,NA,Opens later in the day,CORPORATION: Employees,CHIMNEY ROCK WINERY LLC,5 Financial Plz Ste 200,Wines,7072572641,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:35:00,9:36:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,"KADIEM CELLARS, LLC",3808 Villa Ct,Wines,7072874534,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:37:00,9:37:00,NA,No answer; did not leave voicemail,NA,NA,Phone is disconnected,CORPORATION: Employees,"LONG-TERM WINE COMPANY, LLC",73 Luke Dr,Wines,2064096071,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:39:00,9:40:00,NA,No answer; left voicemail,INFO@DONALDPATZWINEGROUP.<U+200B>COM,NA,Found email,CORPORATION: Employees,"DONALD PATZ WINE GROUP, LLC",232 Merano Way,Wines,7073372310,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:42:00,9:43:00,NA,No answer; left voicemail,NA,NA,Opens later,CORPORATION: Employees,"LETO CELLARS, INC.",759 Technology Way,Wines,7074804814,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:44:00,9:46:00,NA,No answer; left voicemail,NA,NA,"Transferred, left VM",CORPORATION: Employees,PELOTON IMPORTS LLC,755 Skyway Ct,Wines,7072265893,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:48:00,9:49:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,HEDGESIDE VINTNERS,540 Technology Way,Wines,7079632134,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:50:00,9:50:00,NA,No answer; did not leave voicemail,NA,NA,Place is permanently closed down,CORPORATION: Employees,"AMICUS CELLARS II, LLC",576 Gateway Dr,Wines,7072049522,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:51:00,9:53:00,NA,Spoke with someone; they're interested,info@tfewines.com (emailed at 10:01 am),NA,Said to email them instead since it would be easier,CORPORATION: Employees,"SUTTER HOME WINERY, INC.",560 Gateway Dr,Wines,7079633104,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:53:00,9:55:00,NA,No answer; left voicemail,NA,NA,"Transferred, left VM",CORPORATION: Employees,"DUMOL WINERY, LLC",576 Gateway Dr,Wines,7079487144,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:55:00,9:56:00,NA,No answer; left voicemail,NA,NA,Opens later in the day,CORPORATION: Employees,"TRINITAS CELLARS, LLC",850 Bordeaux Way Ste 1,Wines,8889838414,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:57:00,9:58:00,NA,No answer; left voicemail,NA,NA,"Transferred, left VM",CORPORATION: Employees,DON SEBASTIANI & SONS INTERNATIONAL WINE NEGOCIANTS,520 Airpark Rd,Wines,7073371961,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,9:58:00,10:00:00,NA,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,"VINPORTER RETAIL HOLDINGS, LLC",855 Bordeaux Way,Wines,7077787728,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,10:01:00,10:03:00,NA,No answer; left voicemail,goldman@oropurovineyard.com,NA,Found email as well,CORPORATION: Employees,ORO PURO VINEYARDS LLC,855 Bordeaux Way,Wines,7072529222,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,10:04:00,10:05:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,DELICATO VINEYARDS,455 Devlin Rd Ste 201,Wines,7072651700,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,10:06:00,10:08:00,NA,No answer; did not leave voicemail,NA,NA,"Kept ringing for a while, no VM set up?",CORPORATION: Employees,"MAZZONI VINEYARD, LLC",855 Bordeaux Way Ste 100,Wines,7072524709,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,10:09:00,10:10:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,"CONSTELLATION BRANDS, INC.",182 Gateway Rd E,"Wines, Brandy, And Brandy Spirits",7072549475,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,10:11:00,10:12:00,NA,No answer; left voicemail,info@shadowboxcellars.com,NA,"Opens later, found email",CORPORATION: Employees,"SHADOWBOX CELLARS, INC.",449 Gateway Rd W,Wines,7077380386,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,10:12:00,10:13:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,WINEXRAY LLC,303 Gateway Rd W,Wines,7072529692,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,10:14:00,10:16:00,NA,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,HANDWRITTEN WINES,25 Enterprise Ct,"Wines, Brandy, And Brandy Spirits",7072531405,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,10:32:00,10:34:00,NA,No answer; left voicemail,NA,NA,"Transferred, left VM",CORPORATION: Employees,"HERITANCE VINTNERS, LLC",855 Bordeaux Way Ste 260,Wines,7072942857,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,11:16:00,11:17:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,"MELMAR WINES, LLC",45 Enterprise Ct Unit 1-4,Wines,2488778188,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,11:18:00,11:20:00,NA,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,"CROSBY ROAMANN, LLC",45 Enterprise Ct,"Wines, Brandy, And Brandy Spirits",7072588599,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,11:29:00,11:31:00,NA,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,APPELLATION TRADING COMPANY LLC,55 Enterprise Ct Unit 5,Wines,7072241222,94558,,,,
Valeria Lazaro Rodriguez,7/1/2021,11:31:00,11:33:00,NA,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,OKELL HILL VINEYARDS,35 Quail Ridge Dr,Wines,5102073358,94558,,,,
Lilia Miranda,7/1/2021,9:26:00,9:28:00,NA,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,"CAPP FAMILY VINEYARDS, INC.",1310 Wooden Vly Cross Rd,Wines,7073720640,94558,,,,
Lilia Miranda,7/1/2021,9:28:00,9:31:00,NA,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,ALPHA WOLF,6595 Gordon Valley Rd,Wines,7074271600,94558,,,,
Lilia Miranda,7/1/2021,9:31:00,9:34:00,NA,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,"SODA CANYON CRUSH AND HOSPITALITY, LLC",2275 Soda Canyon Rd,"Wines, Brandy, And Brandy Spirits",7078618100,94558,,,,
Lilia Miranda,7/1/2021,9:34:00,9:39:00,NA,Spoke with someone; they're interested,gave our website & #,NA,NA,SMALL BUSINESS: Customers,26 BRIX LLC,701 Oakville Cross Rd,Wines,7077098787,94558,,,,
Lilia Miranda,7/1/2021,9:39:00,9:40:00,NA,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,"HIGUERA WINE GROUP, LLC",2610 Atlas Peak Rd,Wines,5102064171,94558,,,,
Ronald Pollard,7/1/2021,9:09:00,9:10:00,1,No answer; did not leave voicemail,NA,NA,no longer in service,SMALL BUSINESS: Customers,BOX W VINEYARDS,2601 Atlas Peak Rd,Wines,7072556570,94558,,,,
Ronald Pollard,7/1/2021,9:13:00,9:14:00,1,No answer; left voicemail,NA,NA,2nd call.  voicemail,SMALL BUSINESS: Customers,ATLAS PEAK MOUNTAIN WINERY LLC,2929 Atlas Peak Rd,"Wines, Brandy, And Brandy Spirits",7079635300,94558,,,,
Ronald Pollard,7/1/2021,9:15:00,9:18:00,3,Spoke with someone; they're interested,info@farnietnte.com,NA,NA,SMALL BUSINESS: Customers,BELLA UNION,1315 Bella Oaks Ln,Wines,7079679500,94558,,,,
Ronald Pollard,7/1/2021,9:19:00,9:20:00,1,No answer; did not leave voicemail,NA,NA,not in service,SMALL BUSINESS: Customers,FAR NIENTE WINERY INC,1315 Bella Oaks Ln,Wines,7073023866,94558,,,,
Ronald Pollard,7/1/2021,9:21:00,9:23:00,2,No answer; left voicemail,NA,NA,2nd call.  not interested,SMALL BUSINESS: Customers,DIAMOND VINE LLC,3025 Dry Creek Rd,Wines,4155156411,94558,,,,
Ronald Polard,7/1/2021,9:24:00,9:25:00,1,No answer; did not leave voicemail,NA,NA,not in service,SMALL BUSINESS: Customers,PIAZZA DEL DOTTO WINERY AND CAVES,7466 Saint Helena Hwy,Wines,7079442519,94558,,,,
Ronald Pollard,7/1/2021,9:25:00,9:28:00,3,No answer; left voicemail,NA,NA,2nd call. voicemail,SMALL BUSINESS: Customers,MENAGE A TROIS WINERY,7481 Saint Helena Hwy,Wines,7079442565,94558,,,,
Ronald Pollard,7/1/2021,9:29:00,9:31:00,2,No answer; did not leave voicemail,NA,NA,2nd call.  no answer,SMALL BUSINESS: Customers,"CLOS DU VAL WINE COMPANY, LTD.",5330 Silverado Trl,Wines,7072592200,94558,,,,
Ronald Pollard,7/1/2021,9:32:00,9:34:00,2,No answer; left voicemail,NA,NA,2nd call.  voicemail,SMALL BUSINESS: Customers,REGUSCI RANCH,5584 Silverado Trl,Wines,7072540326,94558,,,,
Ronald Pollard,7/1/2021,9:34:00,9:36:00,2,Spoke with someone; they're not interested,NA,NA,NA,SMALL BUSINESS: Customers,"REGUSCI VINEYARD MANAGEMENT, INC.",5584 Silverado Trl,Wines,7072540403,94558,,,,
Ronald Pollard,7/1/2021,9:36:00,9:39:00,3,No answer; left voicemail,NA,NA,2nd call.  voicemail,SMALL BUSINESS: Customers,NINE NORTH WINES,5584 Silverado Trl,Wines,7072265511,94558,,,,
Ronald Pollard,7/1/2021,9:40:00,9:42:00,2,No answer; left voicemail,NA,NA,2nd call.  voicemail,SMALL BUSINESS: Customers,BEEHAVE WINERY LLC,5630 Silverado Trl,Wines,9515317653,94558,,,,
Ronald Pollard,7/1/2021,9:43:00,9:45:00,2,No answer; left voicemail,NA,NA,2nd call.  voicemail,SMALL BUSINESS: Customers,STAG'S LEAP WINE CELLARS,5766 Silverado Trl,Wines,7079442020,94558,,,,
Ronald Pollard,7/1/2021,9:46:00,9:49:00,3,No answer; left voicemail,NA,NA,2nd call.  voicemail,SMALL BUSINESS: Customers,BALDACCI FAMILY VINEYARDS,6236 Silverado Trl,Wines,7079449261,94558,,,,
Ronald Pollard,7/1/2021,9:50:00,9:52:00,2,No answer; did not leave voicemail,NA,NA,2nd call.  voicemail,SMALL BUSINESS: Customers,THE SILVERADO VINEYARDS,6121 Silverado Trl,Wines,7072571770,94558,,,,
Ronald Pollard,7/1/2021,9:53:00,9:55:00,2,Spoke with someone; they're not interested,NA,NA,NA,SMALL BUSINESS: Customers,ODETTE ESTATE WINERY,5998 Silverado Trl,Wines,7072247533,94558,,,,
Ronald Pollard,7/1/2021,9:55:00,10:00:00,5,Spoke with someone; they're interested,concierge@pineridgewine.com,NA,NA,SMALL BUSINESS: Customers,ARCHERY SUMMIT WINERY,5901 Silverado Trl,Wines,7072529777,94558,,,,
Lilia Miranda,7/1/2021,9:40:00,9:41:00,NA,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,"CRIMSON WINE GROUP, LTD.",5901 Silverado Trl,Wines,8053057796,94558,,,,
Lilia Miranda,7/1/2021,9:41:00,9:42:00,NA,Spoke with someone; they're not interested,NA,NA,NA,SMALL BUSINESS: Customers,ROBINSON FAMILY WINERY,5880 Silverado Trl,Wines,7072878428,94558,,,,
Lilia Miranda,7/1/2021,9:42:00,9:43:00,NA,Spoke with someone; they're not interested,NA,NA,NA,SMALL BUSINESS: Customers,4 WINDS WINERY LLC,5870 Silverado Trl,Wines,7072948783,94558,,,,
Lilia Miranda,7/1/2021,9:44:00,9:48:00,NA,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,"GRIFFIN VINEYARDS, LLC",5850 Silverado Trl,Wines,8587950699,94558,,,,
Lilia Miranda,7/1/2021,9:48:00,9:50:00,NA,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,"ILSLEY ESTATE WINES, LLC",6275 Silverado Trl,Wines,7072530806,94558,,,,
Lilia Miranda,7/1/2021,9:51:00,9:53:00,NA,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,ILSLEY VINEYARDS,6275 Silverado Trl,Wines,7079441621,94558,,,,
Lilia Miranda,7/1/2021,9:58:00,9:59:00,1,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,CLIFF VINE WINERY INC,7400 Silverado Trl,Wines,7079442388,94558,,,,
Lilia Miranda,7/1/2021,10:09:00,10:10:00,1,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,DUCKHORN WINE COMPANY,7257 Silverado Trl,Wines,7079450890,94558,,,,
Lilia Miranda,7/1/2021,10:10:00,10:11:00,1,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,ROBERT A WHITE,1341 Loma Vista Dr,Wines,7072511692,94558,,,,
Lilia Miranda,7/1/2021,10:14:00,10:15:00,1,Spoke with someone; they're not interested,NA,NA,NA,SMALL BUSINESS: Customers,ANTINORI CALIFORNIA,3149 Soda Canyon Rd,Wines,7072658866,94558,,,,
Lilia Miranda,7/1/2021,10:37:00,10:38:00,1,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,ACUMEN WINE,3265 Soda Canyon Rd,Wines,9254375765,94558,,,,
Lilia Miranda,7/1/2021,10:38:00,10:40:00,2,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,MOUNTAIN PEAK VINEYARDS LLC,3265 Soda Canyon Rd,Wines,7072518885,94558,,,,
Lilia Miranda,7/1/2021,11:17:00,11:18:00,1,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,GRASSI WINE CO.,1044 Soda Canyon Rd,Wines,7072247142,94558,,,,
Lilia Miranda,7/1/2021,11:19:00,11:20:00,1,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,MIRA WINERY,6170 Washington St,"Wines, Brandy, And Brandy Spirits",7079450881,94558,,,,
Lilia Miranda,7/1/2021,11:22:00,11:23:00,1,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,CASTLE ROCK VINEYARD,4723 Redwood Rd,Wines,7072244056,94558,,,,
